name,experience,rating,review_text,likes,review_title,Unnamed: 4,Unnamed: 5
laurientetieppos,,1,Tenía un vuelo para las 15:15 y lo pasaron a las 22:40. Son muchas horas de diferencia y me avisaron con poca antelación como para comprar otro pasaje. Nunca más elijo esta empresa para viajar.,,Cambio de horario de vuelo,,
J B,,1,"Arrived at our gate to find the notice board stating our flight was 6 hours delayed. Poor communication at the airport, no email from flybondi about the delay. Very basic meal voucher provided with limited choice. Emailed fly bondi to complain, reply was a refusal to pay compensation, according to staff at the airport compensation is not part of their policy regardless of the delay time!",,Poor,,
Ignacio A,,4,"Vuelos economicos donde todo se paga extra y el espacio es muy limitado.
No hay lujos y el placer sera el de pagar barato, ni mas ni menos
La atencion es buena tanto en embarque como en el avion.",,Como en Europa,,
Giulianna P,,1,"Realmente una vergüenza, NUNCA compres un pasaje en esta aerolínea. Pasé más de doce horas en el aeropuerto, nadie brindó información precisa sobre cuál era el problema, es más, se contradecían entre los mismos empleados. Postergaron más de 4 veces el vuelo. Te daban cupones para el peor restaurant en el aeropuerto para comida (dos opciones pizza y ñoquis, totalmente incomibles). Realmente tendrían que cerrar la empresa, un destrato, una falta de respeto y una desorganización increíble. Si tienes una reserva o que trabajar al día siguiente o el mismo día, no adquieras un pasaje con esta línea aérea.",,"Literal revivir la película ""La Terminal"" en carne propia. UNA VERGüENZA",,
Silvio D,,1,Cuatro horas de demora para volver de Calafate despues de la segunda reprogramacion. No volvere a volar con esta aerolinea. Aun estoy en el aeropuerto y no avisaron de la demora. No lo recomendaria a nadie.,,Debut y despedida,,
Juan Pablo Santillan,,1,"A falta de un mes de volar, modifican el vuelo de vuelta 3 hs. Comunico una obligación laboral insalvable y solicito releer la modificación para un horario posterior al original, y manifiestan que cualquier modificación tiene un costo a cargo del cliente. El costo de modificar el vuelo modificado, es mayor a un boleto en otra aerolínea. Si solicitas la cancelación del vuelo, te entregan un voucher con deducción de cargos e impuestos a cargo del cliente, voucher que sirve para un vuelo futuro que va a ser edificado, con cargo al cliente, que generara un voucher con gastos a cargo del cliente. Esto se llama ESTAFA. No vuelo mas con esta linea .... y tu opinión, las redes sociales, la imagen de la empresa, NO LES IMPORTA ... siempre cae usuarios nuevos que por precio eligen volar con esta empresa ESTAFADORA.",,Estafa,,
claudio a,,1,Te pueden cambiar de horario de destino hacer con vos lo que quieran y defensa al consumidor les dan la derecha a ellos.una vergüenza,,"Flybondi hace lo que se le canta ,no respeta en lo más mínimo al cliente que paga una cosa y le dan otra.",,
Nicole A,,1,"Mi vuelo fue reagendado 2 veces sin informarme. La segunda vez ya estando en el aeropuerto nos tuvieron hora y media sentados en el avión para después bajarnos a las 3 am y dejarnos sin noticia añguna de que iba a pasar. No quisieron darnos ni cobijas, ni hablar de hotel, comida o un reembolso. Pésimo. No lo recomiendo.",,9 de cada 10 vuelos llegan,,
Ruben_Lo16,,1,"Nos cambiaron los vuelos varias veces de horarios, el dia que teníamos que viajar todavia no sabiamos a que hora ibamos definitivamente y al final nos pusieron un vuelo de noche cuando inicialmente era para marchar a mediodia. El check-in en la web no permitía realizarlo y luego en el aeropuerto nos cobraron por ello.
Durante el vuelo son bastante puntuales y ágiles pero si quieres viajar tranquilo y sin inconvenientes de última hora mejor hacerlo con otra compañía.",,Son un auténtico desastre,,
Ezequiel Nicolas Arnes,,4,"buen servicio de flybondi desde buenos aires, ezeiza, hacia rio de janeiro. buena relacion calidad precio. es un servicio discreto, pero similar al de otras aerolineas. los asientos son poco confortables, pero algo normal, servicio a bordo de comida no tiene, pero las otras tienen snack y no varia mucho. la atencion al cliente no se realmente como es porque gracias a Dios no tuve que comunicarme con ellos. el unico inconveniente, que en un primer momento fue bastante angustiante, que por la neblina que habia ese dia en ezeiza, un dia de mañana, el vuelo se retraso tres horas. salvo ese inconveniente puedo decir que el servicio fue bueno y lo recomiendo.",,salvo el retraso por neblina el servicio fue bueno,,
Fer R,,1,"Flybondi te cambia los vuelos con frecuencia, te avisa con poco tiempo y es muy difícil de comunicarse con alguien que de soluciones. Soluciona con una simple disculpa y si no tuviste otra opción que tomar el vuelo, ya no se puede hacer ningún reclamo.",,Reprogramación del vuelo,,
Jesu Q,,1,"Me adelantaron el vuelo sin informarme debidamente, por lo que perdí el vuelo. La única opción que me daban, era llamar al número de atención el cliente para reprogramar el vuelo. Después de varios intentos, jamás atendieron mi llamada, por lo que decidí volver a consultar por la ventanilla, donde tampoco tuve respuestas coherentes. Luego de unas horas y varios empleados que me tomaban el pelo (supuestamente averiguaban datos en las computadoras, pero solamente simulaban hacerlo), me informaron que se podía reprogramar mi vuelo para dos días después y abonando una diferencia de $18 mil pesos. Decidí contactar con gente del aeropuerto de Mendoza, interrumpiendo sus horarios de trabajo y que ni si quiera trabaja para Flybondi, para que pudieran ayudarme con mi problema, quienes muy amablemente lo resolvieron en minutos, con un vuelo que salía en pocas horas y sin recargos, cosas que desde la ventanilla de Flybondi en el aeropuerto Jorge Newbery se negaron a darme. Si bien ésa experiencia no me quita las ganas de seguir viajando con la empresa, espero no volver a cruzarme con ése tipo de gente! Rencorosos, con cero empatía y que se burla de la gente. Ése tipo de personas no deberían trabajar en atención al público. Adjunto captura de pantalla del ""informe de cambio de horario"", el mismo que se recibe comúnmente para cualquier viaje.",,Pésima atención al cliente,,
Arsenio,,2,"La verdadera aventura es volar con Flybondi. Primero nos cambiaron el aeropuerto, con la diferencia de la distancia entre ambos sitios, poco después nos cambiaron la hora del vuelo. Nos adelantaron 2h el vuelo y 12h antes de volar nos adelantaron aún más la hora. De salir a las 9.30 acabamos saliendo a las 4.10. 
El vuelo en si, normal. Buen trato la tripulación el vuelo tranquilo, el problema de la compañía es la falta de seriedad no sus trabajadores.

Volvimos a repetir otro vuelo con ellos 15 días después, ya estaban reservados, y nos cambiaron la hora otras 3 veces, adelantando 3h el vuelo para después recuperar 2h y a la espera de que no haya más cambios.

Imposible volar si tienes conexión o buscas estabilidad. Deporte de aventura si decides aprovechar que son más económicos, recomendable para los amantes de la adrenalina y los nervios de acero",,La verdadera aventura es volar con ellos.,,
X R Mendez,,1,"No me dejaron embarcar, no me dieron ningún tipo de solución para poder reprogramar el vuelo. No te dan respuestas. Y no hay ningún tipo de reembolso. Ni te responden cuando llamas a los números de consulta.",,Pésimo,,
Claudio Alison,,1,"Sin ninguna explicación cambian la hora del vuelo. 
Perdí de brindar una conferencia a la noche, los gastos de alquiler del salón, catering y llamar a los asistentes por la suspensión.
Busque el vuelo más temprano de la mañana para Jujuy y a las 12h flybondi ofrecía este vuelo. 
Otra opción era a las 4 de la mañana en aeroparque x aerolíneas argentinas. Un horario incomprensible para la vida normal de una persona

Espero no tener jamás la necesidad de volar x flybondi.
Ni  recomendaré a nadie",,"Cambio de horarios de alto rango, en los vuelos.",,
Carolina M,,1,"Hola, el 25 de septiembre me avisan que mi vuelo del 26 de septiembre que salía a las 10 de la noche de Bariloche a buenos aires fue cambiado para el día 27 a las 2 de la mañana. Encima llega a otro aeropuerto. Tengo el auto en ezeiza porque el vuelo salió de ezeiza a Bariloche desde Ezeiza, ahora me avisan que el vuelo se reprogramó y no solo va a llegar 4 horas más tarde sino se va a llegar a otro aeropuerto. 
Llame por teléfono y me atendieron muy mal, de forma maleducada, me faltaron el respeto y me cortaron la llamada",,Me cambiaron el vuelo sin darme opciones,,
Jesus Maximilia... F,,1,"CERO PROFESIONALISMO LOS DE ATENCIÓN AL CLIENTE EN EL CHECK IN
Fuimos por dos días a Bs. As y en el dia de retorno nos adelantaron el vuelo.
NUNCA NOS AVISARON, NI POR MJES DE TEXTOS (según ellos) ni a travès de Via e-mail.
Éramos muchas personas a las cuales nos había sucedido esto. La que atendía clientes en el check-in solo nos decía que no había nada que hacer, nos dijo diez veces lo mismo, nosotros ya estábamos resignados con el tema del vuelo, así que solo le pedíamos que nos ayude a solucionar el problema o ver que podíamos hacer. Nos dieron un numero para reclamar pero nunca atendieron. Típico.
Luego, le pedimos hablar con un supervisor para que nos ayudara. Después de reiteradas veces que nos negaba esa posibilidad, vino el señor. 
De forma soberbia, nos dijo que teníamos que estar 3 o 4 horas antes. Fue todo lo que nos dijo. ACÁ VIENE LO PEOR: mientras las personas (algunos con niños) lloraban porque habían perdido el vuelo, otras personas insistiendo con el nº que nos dieron que nunca atendieron, el personal del check-in con el tal ""supervisor"" se morían de la risa, nos miraban y murmuraban. Era todo una FIESTA. Solo dos de ellos prendieron una maquina y trataban de darnos una respuesta. 
Llamé al AEROPUERTO DE MENDOZA (El Plumerillo, Las Heras) y la supervisora de FLYBONDI, amablemente nos resolvió el problema. Antes de la HORA, nos modificó la reserva. AGRADECIDIMOS ESTABAMOS. 
Increíble esta situación. NUNCA MÁS CON FLYBONDI.
Y por favor, el inglés que manejan dentro del avión es de cuarta. 
Un poco de pilas con la entonación/asimilación/pronunciación del idioma.",,NO ME GUSTÒ PARA NADA,,
Ka@,,1,"No la recomiendo, es una estafa, te termina saliendo mas caro que en primera de Aerolineas Argentinas.
Creo que deberian sacarla de Argentina. Cierren esta empresa, que estafa a los pasajeros diciendo la mentira que es mas economica; cuando no es ni cerca economica.
La atencion al cliente ni existe, es malisima.
Ya mismo voy a hacer la denuncianen defensa al consumidor, y que me devuelvan mi dinero.",,"Horrible y carisima esta empresa, es una estafa",,
Federico G,,1,"1. Me adelantaron la hora de despegue de ida y vuelta, avisando por correo 1 día antes. 
2. Muy incómodo, respaldo duros, casi sin lugar para las piernas.
3. Al despegar el avión hizo un ruido preocupante nunca escuché algo así en otros vuelos.",,"La peor empresa, un peligro",,
Ramiro R,,1,"Saqué pasajes el año pasado a 3 destinos diferentes. Este último habíamos sacado ida y vuelta desde Aeroparque. Como las 2 veces anteriores que volamos con ellos nos cambiaron los vuelos, tanto de ida, como de vuelta, pero esta vez además salimos de Ezeiza 5.40 de la mañana (sacamos a las 8 desde AEP) y vuelta a Aep (tb nos pasaron de las 10 de la mañana a las 8.35) Somos de Entre Rios, tuvimos q viajar en auto a capital, dejarlo en un estacionamiento, tomar un Uber a las 3 de la mañana hasta Eze, tomar otro Uber cuando volvimos a Aep para buscar nuestro auto. Llamé varias veces antes de iniciar el viaje para buscar alguna solución y obviamente nunca me atendieron. Y encima a la vuelta el empleado del counter q nos recibió la valija q despachamos tuvo el tupé de querer cobrarnos extra xq la valija pesaba 20.9 kg en lugar de 20. Tuvimos q desarmar la valija y sacarle los 900g. En el aeropuerto de BRC estaban todos los pasajeros de un vuelo q debió haber salido la noche anterior a cordoba tirados en el piso esperando. Son los reyes del maltrato al pasajero.
El vuelo anterior q fuimos a Iguazú nos reprogramaron la vuelta de las 19 a las 10 de la mañana, llamé para q me reintegraran mi dinero xq no quería viajar, y me informaron q ellos no devuelven el dinero, ni siquiera cuando te reprograman el vuelo 11 hs.
Lo único bueno que tiene es el personal de cabina q es muy amable, los del counter están permanentemente con el posnet en la mano, se ce q los entrenan para bolsiquear a cuanto pasajeeo puedan.
La vez anterior volamos a Mendoza y cuabdo llegamos al aeropuerto para volvernos, nos eavisan en el counter q el vuelo estaba demorado, salía a las 20 y tuvimos q esperar tirados en el aeropuerto con un niño de 3 años y mis padres de 82 y 80 hasta las 4 de la mañana q salió el vuelo.
 Volé 3 veces con ellos xq tenía los pasajes y no te devuelven nada por mas que te reprogramen para el dia, la hora y ek aeropuerto que a ellos se les antoje.
NUNCA MÁS, REGALADO ES CARO !!!",,De cuarta,,
